,fund_symbol,quote_type,region,fund_short_name,fund_long_name,currency,fund_category,fund_family,exchange_code,exchange_name,exchange_timezone,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,category_return_5years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,category_return_2015,category_return_2014,category_return_2013,category_return_2012,category_return_2011,category_return_2010,category_return_2009,category_return_2008,category_return_2007,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
2285,TECB,ETF,US,DWS Equity 500 Index Fund - Cla,DWS Equity 500 Index Fund - Class R6,USD,Technology,DWS,PCX,NYSEArca,America/New_York,20487,18690.0,428401632.0,42.509,39.746,11.07,0.24949,44.37,-3.46,-0.07798,33.3,7.61,0.22853,0.0044,2020-01-08,0.12,Growth,Large,0.004,0.0053,0.9992,0.0,0.0,0.1666,0.0645,0.0,0.0,0.0683,0.1148,0.0107,0.023,0.5521,0.0,8.7,21.83,35.1,5.65,"AAPL (""Apple Inc""): 0.0538, MSFT (""Microsoft Corp""): 0.0515, AMZN (""Amazon.com Inc""): 0.0377, FB (""Facebook Inc A""): 0.0216, GOOGL (""Alphabet Inc A""): 0.0194, GOOG (""Alphabet Inc Class C""): 0.019, BRK. B (""Berkshire Hathaway Inc Class B""): 0.0151, ESM21 (""E-mini S&P 500 Future June 21""): 0.0139, JPM (""JPMorgan Chase & Co""): 0.0137, TSLA (""Tesla Inc""): 0.0131",0.3698,2021-06-30,0.1421,0.1118,0.079,-0.0288,0.1333,0.031,0.3829,0.1077,0.0864,0.1317,0.1436,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,0.04499,0.1422,0.34512,0.10581,-0.09188,0.19088,0.76085,-0.4716,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
2286,TFLO,ETF,US,Baillie Gifford International C,Baillie Gifford International Concentrated Growth Equities Fund Class K,USD,Ultrashort Bond,Baillie Gifford Funds,PCX,NYSEArca,America/New_York,80811,50210.0,271503904.0,50.267,50.279,0.05,0.00099,50.3,-0.035,-0.0007,50.25,0.015,0.0003,0.0005,2014-02-04,0.44,,,0.0015,0.0022,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"ASML (""ASML Holding NV""): 0.1194, MELI. SA (""MercadoLibre Inc""): 0.0902, 03690 (""Meituan""): 0.0753, 00700 (""Tencent Holdings Ltd""): 0.0629, TSLA (""Tesla Inc""): 0.0602, BABA (""Alibaba Group Holding Ltd ADR""): 0.0495, ADYEN (""Adyen NV""): 0.0427, ZAL. DE (""Zalando SE""): 0.0417, ILMN (""Illumina Inc""): 0.0404, KER. PA (""Kering SA""): 0.0398",0.5498,2021-06-30,-0.0001,0.0107,-0.0001,0.0007,-0.0006,0.0038,0.353,0.0113,0.0115,0.0076,0.0109,6.0,0.0,0.00463,0.02083,0.01823,0.00905,0.00334,0.0047,0.0081,0.01317,0.00132,3e-05,0.32673,0.01688,0.08189,-0.03,1.02,0.1,2.09,0.3,-0.39,9.21
2287,THD,ETF,US,Baillie Gifford International C,Baillie Gifford International Concentrated Growth Equities Fund Institutional Class,USD,Miscellaneous Region,Baillie Gifford Funds,PCX,NYSEArca,America/New_York,108006,111610.0,393006848.0,76.535,78.011,12.45,0.14901,83.55,-10.49001,-0.12555,71.1,1.96,0.02757,0.0222,2008-03-26,0.11,Value,Large,0.0059,0.0053,0.9969,0.0,0.1171,0.0764,0.0819,0.1143,0.1544,0.0878,0.0632,0.1349,0.0628,0.026,0.0814,2.92,13.24,22.04,1.65,"ASML (""ASML Holding NV""): 0.1194, MELI. SA (""MercadoLibre Inc""): 0.0902, 03690 (""Meituan""): 0.0753, 00700 (""Tencent Holdings Ltd""): 0.0629, TSLA (""Tesla Inc""): 0.0602, BABA (""Alibaba Group Holding Ltd ADR""): 0.0495, ADYEN (""Adyen NV""): 0.0427, ZAL. DE (""Zalando SE""): 0.0417, ILMN (""Illumina Inc""): 0.0404, KER. PA (""Kering SA""): 0.0398",0.4151,2021-06-30,0.0273,0.075,-0.0245,-0.001,-0.0372,0.032,0.1272,0.0905,0.0056,0.0496,0.0926,7.0,5.0,-0.09672,0.08871,-0.0877,0.30968,-0.00632,-0.07645,0.09999,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-9.0,1.24,0.32,72.26,25.85,0.1,-0.48
2288,TOK,ETF,US,BMO Short Term Income Fund Clas,BMO Short-Term Income Fund Class A,USD,,BMO Funds,PCX,NYSEArca,America/New_York,1998,2630.0,185287072.0,99.211,94.994,21.62,0.21029,102.81,-5.14,-0.05,81.19,16.48,0.20298,0.015,2007-12-10,0.04,Blend,Large,0.0025,0.0046,0.9957,0.0,0.0411,0.0957,0.111,0.0742,0.0336,0.1576,0.1286,0.0966,0.0274,0.2059,0.0283,3.37,15.52,24.85,2.54,"MGNXX (""BMO Government Money Market Premier""): 0.0386, ""United States Treasury Notes 1.38%"": 0.0175, ""TESLA AUTO LEASE TRUST 4.36%"": 0.0103, ""United States Treasury Notes 0.12%"": 0.0102, ""Federal National Mortgage Association 2%"": 0.0092, ""United States Treasury Notes 2.75%"": 0.009, ""Bristol-Myers Squibb Company 0.54%"": 0.0089, ""Bank of Nova Scotia 1.62%"": 0.0087, ""United States Treasury Notes 1.5%"": 0.0087, ""Federal Home Loan Mortgage Corporation 0.38%"": 0.0084",0.1834,2021-06-30,0.1439,0.075,0.0159,-0.001,0.0834,0.032,0.3965,0.0905,0.1598,0.0496,0.0926,9.0,4.0,0.16221,0.28657,-0.08118,0.22509,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,0.77,1.04,1.38,99.46,18.66,0.82,14.14
2289,TVIXF,ETF,US,Boston Trust Midcap Fund,Boston Trust Midcap Fund,USD,Trading--Miscellaneous,Boston Trust Walden Funds,PNK,Other OTC,America/New_York,5787,9170.0,17675852.0,4.058,8.893,51.35,0.97162,52.85,-49.77,-0.94172,1.5,1.58,1.05333,0.0156,2010-11-29,0.3856,,,0.0165,0.0087,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"PAYX (""Paychex Inc""): 0.0225, EBAY (""eBay Inc""): 0.0203, NTRS (""Northern Trust Corp""): 0.0202, MTB (""M&T Bank Corp""): 0.0192, FDS (""FactSet Research Systems Inc""): 0.0191, AVY (""Avery Dennison Corp""): 0.0189, TROW (""T. Rowe Price Group Inc""): 0.0183, SEIC (""SEI Investments Co""): 0.0181, ES (""Eversource Energy""): 0.018, BKR (""Baker Hughes Co Class A""): 0.0178",0.3023,2021-06-30,-0.6518,0.075,-0.0691,-0.001,-0.2089,0.032,-0.9309,0.0905,-0.745,0.0496,0.0926,1.0,9.0,-0.48403,-0.92952,0.25187,-0.94022,-0.00632,0.01407,0.0103,0.00962,-0.00471,-0.01701,-0.02637,-0.04432,0.08189,-43.2,-11.03,-3.88,0.01,181.12,-0.26,7.43
2290,UCIB,ETF,US,Baird Short-Term Municipal Bond,Baird Short-Term Municipal Bond Fund Institutional Class,USD,Commodities Broad Basket,Baird,PCX,NYSEArca,America/New_York,1676,1520.0,54136600.0,20.663,19.159,7.28,0.33456,21.76,-1.88,-0.0864,14.48,5.4,0.37293,0.0156,2015-10-09,0.3856,,,0.0055,0.0081,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Notes 1.5%"": 0.0202, ""NASSAU CNTY N Y 5%"": 0.0086, ""United States Treasury Notes 2.88%"": 0.0085, ""PORT PORT ARTHUR TEX NAV DIST ENVIRONMENTAL FACS REV 0.04%"": 0.0084, ""MIAMI-DADE CNTY FLA INDL DEV AUTH REV 0.03%"": 0.0078, ""AMERICAN VY CMNTY SVC DIST CALIF REV ANTIC CTFS PARTN 1.5%"": 0.0074, ""NEW YORK N Y 0.16%"": 0.007, ""OKLAHOMA DEV FIN AUTH HEALTH SYS REV 0.12%"": 0.007, ""SOUTH CAROLINA TRANSN INFRASTRUCTURE BK REV 0.51%"": 0.007, ""MIZUHO FLOATER / RESIDUAL TR VAR STS 0.28%"": 0.0068",0.3023,2021-06-30,0.27,0.081,0.0168,0.0309,0.1458,-0.0342,0.5816,-0.0415,0.0844,-0.1594,-0.1068,4.0,1.0,0.04107,0.10072,-0.11594,0.08153,-0.26941,-0.2261,-0.06381,-0.002,-0.06518,0.14324,0.18403,-0.41581,0.27533,4.07,1.14,0.8,85.73,18.91,0.44,6.03
2291,UGA,ETF,US,iShares MSCI EAFE International,iShares MSCI EAFE International Index Fund Class K,USD,,BlackRock,PCX,NYSEArca,America/New_York,65779,90960.0,120135544.0,40.919,36.065,22.88,0.51625,44.32,-8.47,-0.19111,21.44,14.41,0.67211,0.0156,2008-02-26,0.3856,,,0.0075,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"NESN (""Nestle SA""): 0.0193, ASML (""ASML Holding NV""): 0.0157, ROG (""Roche Holding AG""): 0.0137, NOVN (""Novartis AG""): 0.0114, MC. PA (""LVMH Moet Hennessy Louis Vuitton SE""): 0.0111, 7203 (""Toyota Motor Corp""): 0.0099, 01299. HK (""AIA Group Ltd""): 0.0089, ULVR. L (""Unilever PLC""): 0.0088, 9984 (""SoftBank Group Corp""): 0.008, 6758 (""Sony Group Corp""): 0.008",0.5559,2021-06-30,0.4751,0.075,0.0443,-0.001,0.1381,0.032,0.8923,0.0905,0.0129,0.0496,0.0926,8.0,4.0,-0.24819,0.42112,-0.29022,0.02107,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,9.2,2.46,1.64,48.8,54.08,0.34,-0.01
2292,UGAZF,ETF,US,iShares MSCI EAFE International,iShares MSCI EAFE International Index Fund Investor P Shares,USD,Trading--Leveraged Commodities,BlackRock,PNK,Other OTC,America/New_York,67784,57120.0,70079576.0,20.524,11.855,36.5,0.92172,39.6,-32.99,-0.83308,3.1,3.51,1.13226,0.0156,2012-02-07,0.3856,,,0.0165,0.009,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"NESN (""Nestle SA""): 0.0193, ASML (""ASML Holding NV""): 0.0157, ROG (""Roche Holding AG""): 0.0137, NOVN (""Novartis AG""): 0.0114, MC. PA (""LVMH Moet Hennessy Louis Vuitton SE""): 0.0111, 7203 (""Toyota Motor Corp""): 0.0099, 01299. HK (""AIA Group Ltd""): 0.0089, ULVR. L (""Unilever PLC""): 0.0088, 9984 (""SoftBank Group Corp""): 0.008, 6758 (""Sony Group Corp""): 0.008",0.3023,2021-06-30,1.448,0.075,0.963,-0.001,1.4737,0.032,0.0413,0.0905,-0.7461,0.0496,0.0926,0.0,8.0,-0.94097,-0.80879,-0.47129,-0.83969,-0.00632,-0.40901,-0.31257,-0.04426,-0.18515,0.47488,0.58209,-0.39004,0.08189,-51.33,3.25,-3.15,12.07,143.83,-0.27,-23.63
2293,UGLDF,ETF,US,Baird Short-Term Municipal Bond,Baird Short-Term Municipal Bond Fund Investor Class,USD,Trading--Leveraged Commodities,Baird,PNK,Other OTC,America/New_York,306,400.0,74841744.0,164.691,168.947,107.14,0.45833,233.76,-75.39,-0.32251,126.62,31.74999,0.25075,0.0156,2011-10-14,0.3856,,,0.0135,0.009,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Notes 1.5%"": 0.0202, ""NASSAU CNTY N Y 5%"": 0.0086, ""United States Treasury Notes 2.88%"": 0.0085, ""PORT PORT ARTHUR TEX NAV DIST ENVIRONMENTAL FACS REV 0.04%"": 0.0084, ""MIAMI-DADE CNTY FLA INDL DEV AUTH REV 0.03%"": 0.0078, ""AMERICAN VY CMNTY SVC DIST CALIF REV ANTIC CTFS PARTN 1.5%"": 0.0074, ""NEW YORK N Y 0.16%"": 0.007, ""OKLAHOMA DEV FIN AUTH HEALTH SYS REV 0.12%"": 0.007, ""SOUTH CAROLINA TRANSN INFRASTRUCTURE BK REV 0.51%"": 0.007, ""MIZUHO FLOATER / RESIDUAL TR VAR STS 0.28%"": 0.0068",0.3023,2021-06-30,0.0981,0.075,0.0074,-0.001,0.0484,0.032,-0.0167,0.0905,0.2905,0.0496,0.0926,5.0,4.0,0.50681,0.49423,-0.15736,0.34494,-0.00632,-0.40901,-0.31257,-0.04426,-0.18515,0.47488,0.58209,-0.39004,0.08189,25.5,0.21,2.29,0.57,43.13,0.61,90.58
2294,UNG,ETF,US,"Salient Tactical Plus Fund, Cla",Salient Tactical Plus Fund Class F,USD,,Salient Funds,PCX,NYSEArca,America/New_York,10354201,10145190.0,277809920.0,18.022,13.594,13.88,0.62805,22.1,-8.77,-0.39683,8.22,5.11,0.62165,0.0156,2007-04-18,0.3856,,,0.0135,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"SPY (""SPDR© S&P 500 ETF Trust""): 0.5026, FRGXX (""Fidelity© Inv MM Fds Government Instl""): 0.4591, GDX (""VanEck Vectors Gold Miners ETF""): 0.0102, ESM21 (""E-mini S&P 500 Future June 21""): 0.0004, ""S&P Emini 2Nd Wee Jun21p 3700-2Em1p 3700"": 0.0001, ""S&P Emini 2Nd Wee Jun21p 3000-2Em1p 3000"": 0",0.6518,2021-06-30,0.4217,0.075,0.2433,-0.001,0.3653,0.032,0.2749,0.0905,-0.1797,0.0496,0.0926,3.0,10.0,-0.45629,-0.30545,0.04346,-0.37224,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-14.44,1.18,-0.73,13.29,49.81,-0.2,-16.85
2295,UNL,ETF,US,BTS Managed Income Fund Class A,BTS Managed Income Fund Class A Shares,USD,,BTS,PCX,NYSEArca,America/New_York,34415,19760.0,9979157.0,14.028,10.726,8.31,0.53441,15.55,-3.315,-0.21318,7.24,4.995,0.68992,0.0156,2009-11-18,0.3856,,,0.009,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.1337, ""United States Treasury Notes 0.88%"": 0.1162, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.0956, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.0768, VCIT (""Vanguard Interm-Term Corp Bd ETF""): 0.0712, BND (""Vanguard Total Bond Market ETF""): 0.0635, CWB (""SPDR© Blmbg Barclays Convert Secs ETF""): 0.0527, VRP (""Invesco Variable Rate Preferred ETF""): 0.0409, SRLN (""SPDR Blackstone Senior Loan ETF""): 0.0406, MBB (""iShares MBS ETF""): 0.0402",0.4121,2021-06-30,0.3412,0.075,0.1962,-0.001,0.2902,0.032,0.3428,0.0905,0.0211,0.0496,0.0926,3.0,8.0,-0.08259,-0.17789,0.1079,-0.21167,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,1.97,0.42,0.4,6.39,25.74,0.14,1.05
2296,URTH,ETF,US,BTS Managed Income Fund Class C,BTS Managed Income Fund Class C Shares,USD,,BTS,PCX,NYSEArca,America/New_York,122112,213190.0,1340442624.0,132.123,126.887,27.6,0.20183,136.75,-6.35001,-0.04644,109.15,21.24999,0.19469,0.0142,2012-01-10,0.07,Blend,Large,0.0024,0.0046,0.9966,0.0,0.0418,0.0951,0.114,0.0739,0.0326,0.1525,0.1273,0.104,0.0278,0.2038,0.0272,3.09,14.89,24.11,2.34,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.1337, ""United States Treasury Notes 0.88%"": 0.1162, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.0956, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.0768, VCIT (""Vanguard Interm-Term Corp Bd ETF""): 0.0712, BND (""Vanguard Total Bond Market ETF""): 0.0635, CWB (""SPDR© Blmbg Barclays Convert Secs ETF""): 0.0527, VRP (""Invesco Variable Rate Preferred ETF""): 0.0409, SRLN (""SPDR Blackstone Senior Loan ETF""): 0.0406, MBB (""iShares MBS ETF""): 0.0402",0.171,2021-06-30,0.1349,0.075,0.0157,-0.001,0.0766,0.032,0.3945,0.0905,0.153,0.0496,0.0926,6.0,2.0,0.16087,0.28078,-0.08372,0.22509,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,0.5,1.01,1.33,99.53,18.24,0.8,13.88
2297,USCI,ETF,US,BTS Managed Income Fund Class I,BTS Managed Income Fund Class I Shares,USD,Commodities Broad Basket,BTS,PCX,NYSEArca,America/New_York,38417,55590.0,234678656.0,42.894,40.012,14.29,0.3172,45.05,-4.4861,-0.09958,30.76,9.8039,0.31872,0.0156,2010-08-10,0.3856,,,0.011,0.0081,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.1337, ""United States Treasury Notes 0.88%"": 0.1162, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.0956, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.0768, VCIT (""Vanguard Interm-Term Corp Bd ETF""): 0.0712, BND (""Vanguard Total Bond Market ETF""): 0.0635, CWB (""SPDR© Blmbg Barclays Convert Secs ETF""): 0.0527, VRP (""Invesco Variable Rate Preferred ETF""): 0.0409, SRLN (""SPDR Blackstone Senior Loan ETF""): 0.0406, MBB (""iShares MBS ETF""): 0.0402",0.2044,2021-06-30,0.2364,0.081,-0.0025,0.0309,0.133,-0.0342,0.5196,-0.0415,-0.0261,-0.1594,-0.1068,1.0,9.0,-0.11637,-0.01654,-0.11734,0.06143,-0.26941,-0.2261,-0.06381,-0.002,-0.06518,0.14324,0.18403,-0.41581,0.27533,-6.34,1.11,-0.08,87.88,18.07,-0.12,-3.4
2298,USL,ETF,US,Boston Trust SMID Cap Fund,Boston Trust SMID Cap Fund,USD,,Boston Trust Walden Funds,PCX,NYSEArca,America/New_York,60253,113290.0,188204144.0,28.138,24.8,13.59,0.45635,29.78,-4.9,-0.16454,16.19,8.69,0.53675,0.0156,2007-12-06,0.4954,,,0.0088,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"PKI (""PerkinElmer Inc""): 0.0229, CRL (""Charles River Laboratories International Inc""): 0.0214, MEDP (""Medpace Holdings Inc""): 0.0205, EXPD (""Expeditors International of Washington Inc""): 0.0199, AZPN (""Aspen Technology Inc""): 0.0198, COO (""The Cooper Companies Inc""): 0.0195, RPM (""RPM International Inc""): 0.0194, MTB (""M&T Bank Corp""): 0.0192, SEIC (""SEI Investments Co""): 0.0192, WAT (""Waters Corp""): 0.0189",0.4056,2021-06-30,0.4881,0.075,0.0908,-0.001,0.221,0.032,0.7354,0.0905,0.0034,0.0496,0.0926,7.0,6.0,-0.24906,0.2875,-0.15312,0.03246,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.19,2.05,0.73,59.74,40.78,0.18,-0.44
2299,USLVF,ETF,US,BTS Managed Income Fund Class R,BTS Managed Income Fund Class R Shares,USD,Trading--Leveraged Commodities,BTS,PNK,Other OTC,America/New_York,1892,2540.0,150190352.0,68.851,92.618,139.85,0.77759,179.85,-122.33,-0.68018,40.0,17.52,0.438,0.0156,2011-10-14,0.3856,,,0.0165,0.009,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.1337, ""United States Treasury Notes 0.88%"": 0.1162, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.0956, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.0768, VCIT (""Vanguard Interm-Term Corp Bd ETF""): 0.0712, BND (""Vanguard Total Bond Market ETF""): 0.0635, CWB (""SPDR© Blmbg Barclays Convert Secs ETF""): 0.0527, VRP (""Invesco Variable Rate Preferred ETF""): 0.0409, SRLN (""SPDR Blackstone Senior Loan ETF""): 0.0406, MBB (""iShares MBS ETF""): 0.0402",0.3023,2021-06-30,-0.2173,0.075,-0.1934,-0.001,0.0794,0.032,0.4626,0.0905,0.0414,0.0496,0.0926,4.0,5.0,0.43275,0.24152,-0.37827,0.04182,-0.00632,-0.40901,-0.31257,-0.04426,-0.18515,0.47488,0.58209,-0.39004,0.08189,39.06,3.5,4.46,24.13,109.44,0.48,0.74
2300,VEGI,ETF,US,American Century Zero Coupon 20,American Century Zero Coupon 2025 Fund Investor Class,USD,Natural Resources,American Century Investments,PCX,NYSEArca,America/New_York,13620,11380.0,89065976.0,40.4,40.087,10.49,0.24243,43.27,-3.958,-0.09147,32.78,6.532,0.19927,0.0124,2012-01-31,0.09,Blend,Medium,0.0039,0.0048,0.9966,0.0,0.3217,0.0,0.0,0.3586,0.0,0.0,0.0003,0.3193,0.0,0.0,0.0,2.47,10.39,21.55,1.16,"""Resolution Funding Corp 0.01%"": 0.0417, ""U.S. Treasury Security Stripped Interest Security 0.01%"": 0.0416, ""Tennessee Valley Authority 0.01%"": 0.0362, ""Federal Home Loan Mortgage Corporation 0.01%"": 0.019, ""US Treasury Note Stripped Principal Payment 0.01%"": 0.0067",0.5542,2021-06-30,0.1639,0.2041,-0.0351,0.0047,-0.0069,0.0546,0.6115,0.2279,0.1351,-0.0154,0.032,5.0,3.0,0.18782,0.13032,-0.09069,0.19803,-0.19133,-0.07991,0.00419,0.09456,-0.2115,0.2078,0.60487,-0.46215,0.32767,-0.58,1.02,1.24,81.33,20.23,0.67,12.28
2301,WPS,ETF,US,Cboe Vest S&P 500 Buffer Strate,CBOE Vest S&P 500 Buffer Strategy Fund Class A Shares,USD,Global Real Estate,CBOE Vest,PCX,NYSEArca,America/New_York,5352,8000.0,80536672.0,37.789,38.141,5.94,0.14806,40.12,-3.3964,-0.08466,34.18,2.5436,0.07442,0.0241,2007-07-30,0.16,Value,Medium,0.0048,0.0053,0.9979,0.0,0.0,0.0,0.0025,0.0,0.0,0.0021,0.0,0.0001,0.9953,0.0,0.0,1.02,14.35,15.62,3.71,"SPY (""SPDR© S&P 500 ETF""): 0.0891, ""Option on SPDR© S&P 500 ETF Trust May21"": 0.0155, ""Option on SPDR© S&P 500 ETF Trust"": 0.0081",0.2366,2021-06-30,0.0905,0.0452,-0.0059,-0.0464,0.065,-0.0647,0.2995,-0.0029,0.0485,0.0255,0.0742,8.0,5.0,-0.05335,0.20294,-0.08897,0.22074,-0.00146,0.0888,0.0446,0.34549,-0.12494,0.16449,0.43403,-0.52561,-0.06901,-7.36,0.9,0.54,73.58,18.92,0.28,3.95
2302,ZIVZF,ETF,US,BlackRock U.S. Impact Fund Inve,BlackRock U.S. Impact Fund Investor A,USD,Trading--Miscellaneous,BlackRock,PNK,Other OTC,America/New_York,919,2160.0,22840564.0,31.791,31.423,10.25,0.29078,35.25,-5.25,-0.14894,25.0,5.0,0.2,0.0156,2010-11-29,0.3856,,,0.0135,0.0087,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"ZTS (""Zoetis Inc Class A""): 0.0661, DHR (""Danaher Corp""): 0.0623, BSX (""Boston Scientific Corp""): 0.0583, JKHY (""Jack Henry & Associates Inc""): 0.0536, ICFI (""ICF International Inc""): 0.0448, VEEV (""Veeva Systems Inc Class A""): 0.0441, A (""Agilent Technologies Inc""): 0.0307, DAR (""Darling Ingredients Inc""): 0.03, ITRI (""Itron Inc""): 0.0295, PYPL (""PayPal Holdings Inc""): 0.0281",0.3023,2021-06-30,0.0981,0.075,0.0074,-0.001,0.0484,0.032,0.0144,0.0905,-0.2638,0.0496,0.0926,6.0,4.0,-0.5874,0.19687,-0.3131,0.88524,-0.00632,0.01407,0.0103,0.00962,-0.00471,-0.01701,-0.02637,-0.04432,0.08189,-5.52,-26.86,-1.29,1.52,39.12,-0.43,0.88
2303,EEM,ETF,US,Baird Ultra Short Bond Fund Ins,Baird Ultra Short Bond Fund Institutional Class,USD,Diversified Emerging Mkts,Baird,PCX,NYSEArca,America/New_York,39884565,53531580.0,30988068864.0,50.881,52.774,9.94,0.17053,58.29,-9.37,-0.16075,48.35,0.57,0.01179,0.0145,2003-04-07,0.19,Blend,Large,0.0068,0.0056,0.9929,0.0,0.0879,0.1097,0.1492,0.056,0.0533,0.19,0.0505,0.0476,0.02,0.2148,0.0211,1.97,9.81,14.78,1.56,"""United States Treasury Notes 1.75%"": 0.0472, ""United States Treasury Notes 2%"": 0.0402, FGUXX (""First American Government Obligs U""): 0.0339, ""United States Treasury Notes 0.13%"": 0.0321, ""Mercedes Benz Master Owner Trust 2.61%"": 0.0166, ""Hyundai Floorplan 2.68%"": 0.0105, ""United States Treasury Notes 2.5%"": 0.0101, ""Nextgear Floorplan Master Owner Trust 3.21%"": 0.0098",0.2493,2021-08-31,0.0187,0.1483,0.0157,0.0101,-0.0407,0.0704,0.1941,0.1554,0.0897,-0.0218,0.0165,11.0,6.0,0.17564,0.1767,-0.14981,0.36421,-0.16233,-0.03814,-0.03099,0.17248,-0.19495,0.21082,0.70114,-0.492,0.40484,0.06,0.99,0.87,83.35,19.08,0.49,8.0
